"id","source","registration_date","device","country_code","city"
566,Organic,2024-02-19,Android,KZ,Shymkent
567,Organic,2024-01-27,iOS,GB,Manchester
568,Organic,2024-02-10,Android,US,New York
569,Organic,2024-01-22,iOS,GB,London
570,Organic,2024-01-05,iOS,KZ,Almaty
571,Organic,2024-02-27,Android,RU,Kazan
572,Organic,2024-01-09,iOS,GB,London
573,Organic,2024-02-24,Android,US,Los Angeles
574,Organic,2024-02-14,iOS,DE,Berlin
575,Organic,2024-01-28,Android,US,Los Angeles
576,Organic,2024-01-18,iOS,RU,Kazan
577,Organic,2024-02-25,Android,DE,Hamburg
578,Organic,2024-02-25,iOS,US,Chicago
579,Organic,2024-02-24,iOS,KZ,Shymkent
580,Organic,2024-02-05,Android,GB,Manchester
581,Organic,2024-01-24,Android,US,New York
582,Organic,2024-01-30,iOS,KZ,Astana
583,Organic,2024-01-22,Android,GB,London
584,Organic,2024-01-25,iOS,US,Los Angeles
585,Organic,2024-02-27,iOS,RU,Saint Petersburg
586,Organic,2024-02-08,iOS,RU,Kazan
587,Organic,2024-01-04,Android,KZ,Astana
588,Organic,2024-01-04,Android,DE,Hamburg
589,Organic,2024-02-01,iOS,GB,Birmingham
590,Organic,2024-01-01,iOS,KZ,Astana
591,Organic,2024-02-15,iOS,US,Chicago
592,Organic,2024-02-08,iOS,KZ,Shymkent
593,Organic,2024-02-24,iOS,KZ,Almaty
594,Organic,2024-01-30,Android,US,New York
595,Organic,2024-01-23,iOS,KZ,Astana
596,Organic,2024-01-24,iOS,DE,Hamburg
597,Organic,2024-01-21,iOS,RU,Saint Petersburg
598,Organic,2024-01-07,iOS,US,New York
599,Organic,2024-02-05,iOS,GB,London
600,Organic,2024-02-05,Android,RU,Kazan
601,Organic,2024-01-24,Android,RU,Moscow
602,Organic,2024-01-10,iOS,GB,London
603,Organic,2024-02-14,iOS,DE,Berlin
604,Organic,2024-01-10,iOS,RU,Saint Petersburg
605,Organic,2024-02-03,iOS,GB,London
606,Organic,2024-01-19,iOS,KZ,Shymkent
607,Organic,2024-01-20,iOS,US,New York
608,Organic,2024-01-16,Android,KZ,Astana
609,Organic,2024-01-22,iOS,GB,Birmingham
610,Organic,2024-01-29,iOS,KZ,Astana
611,Organic,2024-02-24,Android,GB,Birmingham
612,Organic,2024-01-17,iOS,DE,Hamburg
613,Organic,2024-02-04,Android,KZ,Shymkent
614,Organic,2024-02-05,iOS,DE,Berlin
615,Organic,2024-01-21,iOS,GB,London
616,Organic,2024-02-01,Android,US,New York
617,Organic,2024-01-01,iOS,KZ,Shymkent
618,Organic,2024-03-01,iOS,RU,Moscow
619,Organic,2024-01-21,Android,US,New York
620,Organic,2024-01-10,iOS,RU,Kazan
621,Organic,2024-01-26,Android,US,Los Angeles
622,Organic,2024-02-08,iOS,RU,Moscow
623,Organic,2024-01-25,iOS,DE,Hamburg
624,Organic,2024-01-14,Android,KZ,Almaty
625,Organic,2024-01-02,Android,GB,Manchester
626,Organic,2024-01-25,iOS,US,Chicago
627,Organic,2024-02-27,iOS,US,New York
628,Organic,2024-01-09,Android,GB,Manchester
629,Organic,2024-02-24,Android,US,Los Angeles
630,Organic,2024-02-10,Android,KZ,Almaty
631,Organic,2024-02-11,iOS,US,Chicago
632,Organic,2024-02-01,iOS,RU,Moscow
633,Organic,2024-01-10,Android,GB,Manchester
634,Organic,2024-01-20,iOS,RU,Saint Petersburg
635,Organic,2024-02-08,iOS,KZ,Shymkent
636,Organic,2024-02-08,iOS,DE,Munich
637,Organic,2024-01-07,iOS,DE,Hamburg
638,Organic,2024-01-12,iOS,KZ,Shymkent
639,Organic,2024-02-01,iOS,US,Los Angeles
640,Organic,2024-02-06,Android,RU,Kazan
641,Organic,2024-02-19,iOS,KZ,Shymkent
642,Organic,2024-02-17,iOS,US,New York
643,Organic,2024-02-13,iOS,GB,London
644,Organic,2024-01-24,iOS,US,Los Angeles
645,Organic,2024-01-05,Android,US,Chicago
646,Organic,2024-02-26,iOS,KZ,Astana
647,Organic,2024-01-26,iOS,KZ,Astana
648,Organic,2024-01-25,iOS,GB,Manchester
649,Organic,2024-02-08,Android,KZ,Shymkent
650,Organic,2024-01-16,iOS,KZ,Astana
651,Organic,2024-02-04,iOS,GB,London
652,Organic,2024-03-01,iOS,DE,Berlin
653,Organic,2024-01-15,iOS,RU,Moscow
654,Organic,2024-01-26,iOS,KZ,Shymkent
655,Organic,2024-02-21,iOS,RU,Moscow
656,Organic,2024-01-18,Android,KZ,Almaty
657,Organic,2024-01-31,Android,US,New York
658,Organic,2024-02-14,iOS,KZ,Almaty
659,Organic,2024-01-24,Android,GB,Manchester
660,Organic,2024-01-04,Android,KZ,Astana
661,Organic,2024-02-02,iOS,DE,Berlin
662,Organic,2024-02-03,iOS,GB,Birmingham
663,Organic,2024-01-21,Android,DE,Munich
664,Organic,2024-02-22,Android,RU,Moscow
665,Organic,2024-01-28,Android,RU,Kazan
666,Organic,2024-01-14,Android,US,New York
667,Organic,2024-01-31,Android,DE,Hamburg
668,Organic,2024-02-12,iOS,DE,Munich
669,Organic,2024-01-19,Android,KZ,Shymkent
670,Organic,2024-02-16,iOS,RU,Saint Petersburg
671,Organic,2024-01-30,Android,KZ,Almaty
672,Organic,2024-02-03,Android,DE,Munich
673,Organic,2024-02-22,iOS,US,Los Angeles
674,Organic,2024-02-15,iOS,US,New York
675,Organic,2024-01-21,iOS,DE,Munich
676,Organic,2024-01-02,iOS,RU,Saint Petersburg
677,Organic,2024-01-06,iOS,KZ,Shymkent
678,Organic,2024-02-11,Android,GB,London
679,Organic,2024-02-22,Android,DE,Hamburg
680,Organic,2024-02-06,iOS,KZ,Almaty
681,Organic,2024-01-25,iOS,RU,Saint Petersburg
682,Organic,2024-01-01,Android,US,Los Angeles
683,Organic,2024-01-22,iOS,DE,Berlin
684,Organic,2024-02-11,Android,GB,London
685,Organic,2024-02-24,iOS,DE,Berlin
686,Organic,2024-02-29,iOS,US,Chicago
687,Organic,2024-01-23,iOS,US,Los Angeles
688,Organic,2024-02-06,Android,US,Los Angeles
689,Organic,2024-01-30,iOS,DE,Hamburg
690,Organic,2024-02-23,Android,RU,Saint Petersburg
691,Organic,2024-02-03,Android,GB,London
692,Organic,2024-01-25,Android,DE,Hamburg
693,Organic,2024-02-16,iOS,KZ,Shymkent
694,Organic,2024-02-19,Android,KZ,Astana
695,Organic,2024-02-25,iOS,GB,Manchester
696,Organic,2024-01-28,iOS,US,New York
697,Organic,2024-02-07,Android,US,New York
698,Organic,2024-02-11,iOS,RU,Kazan
699,Organic,2024-01-01,Android,DE,Berlin
700,Organic,2024-02-03,Android,GB,Birmingham
701,Instagram,2024-02-25,iOS,US,Chicago
702,Instagram,2024-02-16,Android,DE,Berlin
703,Instagram,2024-02-01,Android,GB,Birmingham
704,Instagram,2024-01-17,iOS,US,Los Angeles
705,Instagram,2024-02-01,iOS,DE,Berlin
706,Instagram,2024-01-10,Android,RU,Saint Petersburg
707,Instagram,2024-01-12,iOS,RU,Kazan
708,Instagram,2024-01-12,Android,KZ,Shymkent
709,Instagram,2024-02-23,iOS,GB,Manchester
710,Instagram,2024-02-10,iOS,KZ,Astana
711,Instagram,2024-01-10,Android,RU,Kazan
712,Instagram,2024-02-12,iOS,US,New York
713,Instagram,2024-01-07,Android,DE,Munich
714,Instagram,2024-01-07,Android,DE,Hamburg
715,Instagram,2024-01-23,iOS,RU,Kazan
716,Instagram,2024-02-14,iOS,GB,Manchester
717,Instagram,2024-01-09,iOS,US,Chicago
718,Instagram,2024-01-04,Android,GB,Birmingham
719,Instagram,2024-02-06,iOS,GB,Manchester
720,Instagram,2024-01-06,Android,RU,Saint Petersburg
721,Instagram,2024-02-12,iOS,DE,Munich
722,Instagram,2024-01-01,iOS,US,Los Angeles
723,Instagram,2024-01-17,Android,US,Los Angeles
724,Instagram,2024-02-02,Android,GB,Birmingham
725,Instagram,2024-01-04,Android,RU,Moscow
726,Instagram,2024-01-18,iOS,RU,Saint Petersburg
727,Instagram,2024-01-09,Android,RU,Moscow
728,Instagram,2024-02-17,Android,KZ,Shymkent
729,Instagram,2024-02-14,iOS,RU,Moscow
730,Instagram,2024-01-20,Android,GB,Manchester
731,Instagram,2024-01-26,Android,RU,Moscow
732,Instagram,2024-02-03,iOS,KZ,Astana
733,Instagram,2024-01-04,iOS,US,Los Angeles
734,Instagram,2024-01-12,iOS,US,New York
735,Instagram,2024-01-04,Android,DE,Berlin
736,Instagram,2024-02-29,iOS,RU,Saint Petersburg
737,Instagram,2024-01-12,Android,DE,Hamburg
738,Instagram,2024-02-22,iOS,DE,Berlin
739,Instagram,2024-02-18,iOS,GB,Birmingham
740,Instagram,2024-01-30,iOS,US,Chicago
741,Instagram,2024-02-13,iOS,RU,Saint Petersburg
742,Instagram,2024-02-07,Android,US,Los Angeles
743,Instagram,2024-01-29,iOS,KZ,Shymkent
744,Instagram,2024-02-04,iOS,KZ,Almaty
745,Instagram,2024-01-03,iOS,US,Los Angeles
746,Instagram,2024-01-16,iOS,DE,Munich
747,Instagram,2024-02-04,iOS,GB,Birmingham
748,Instagram,2024-01-15,iOS,KZ,Shymkent
749,Instagram,2024-02-19,iOS,US,Los Angeles
750,Instagram,2024-02-26,Android,DE,Berlin
751,Instagram,2024-02-26,Android,RU,Saint Petersburg
752,Instagram,2024-02-21,iOS,RU,Saint Petersburg
753,Instagram,2024-01-27,Android,DE,Hamburg
754,Instagram,2024-02-22,iOS,RU,Saint Petersburg
755,Instagram,2024-02-19,Android,US,Chicago
756,Instagram,2024-01-11,Android,US,Los Angeles
757,Instagram,2024-02-06,iOS,GB,Birmingham
758,Instagram,2024-01-03,iOS,GB,London
759,Instagram,2024-02-09,Android,US,Los Angeles
760,Instagram,2024-02-06,Android,KZ,Astana
761,Instagram,2024-02-24,Android,DE,Munich
762,Instagram,2024-01-27,Android,DE,Berlin
763,Instagram,2024-01-05,Android,KZ,Almaty
764,Instagram,2024-02-13,Android,KZ,Astana
765,Instagram,2024-02-26,Android,GB,Manchester
766,Instagram,2024-01-02,iOS,US,Chicago
767,Instagram,2024-02-14,Android,KZ,Shymkent
768,Instagram,2024-02-09,Android,US,Los Angeles
769,Instagram,2024-01-29,Android,US,New York
770,Instagram,2024-01-30,iOS,RU,Moscow
771,Instagram,2024-02-12,iOS,RU,Saint Petersburg
772,Instagram,2024-01-26,Android,KZ,Astana
773,Instagram,2024-02-17,Android,RU,Saint Petersburg
774,Instagram,2024-01-28,iOS,KZ,Shymkent
775,Instagram,2024-02-23,iOS,DE,Berlin
776,Instagram,2024-01-26,Android,RU,Kazan
777,Instagram,2024-01-13,Android,DE,Munich
778,Instagram,2024-02-25,iOS,GB,Manchester
779,Instagram,2024-01-24,Android,KZ,Almaty
780,Instagram,2024-02-25,Android,RU,Kazan
781,Instagram,2024-02-24,Android,US,New York
782,Instagram,2024-02-14,iOS,GB,Birmingham
783,Instagram,2024-02-03,Android,US,Los Angeles
784,Instagram,2024-02-09,iOS,KZ,Shymkent
785,Instagram,2024-01-25,Android,GB,London
786,Instagram,2024-02-08,Android,RU,Kazan
787,Instagram,2024-02-16,Android,DE,Hamburg
788,Instagram,2024-01-30,Android,DE,Munich
789,Instagram,2024-01-28,Android,DE,Hamburg
790,Instagram,2024-02-04,Android,RU,Saint Petersburg
791,Instagram,2024-01-09,Android,DE,Hamburg
792,Instagram,2024-02-04,iOS,KZ,Shymkent
793,Instagram,2024-02-23,iOS,DE,Berlin
794,Instagram,2024-02-06,Android,RU,Saint Petersburg
795,Instagram,2024-01-31,Android,US,New York
796,Instagram,2024-01-06,Android,RU,Moscow
797,Instagram,2024-01-30,iOS,KZ,Astana
798,Instagram,2024-02-26,Android,US,Los Angeles
799,Instagram,2024-02-22,iOS,GB,Manchester
800,Instagram,2024-01-18,iOS,GB,Manchester
801,Instagram,2024-02-22,Android,US,New York
802,Instagram,2024-01-04,Android,GB,Birmingham
803,Instagram,2024-02-12,Android,US,Los Angeles
804,Instagram,2024-02-09,iOS,DE,Hamburg
805,Instagram,2024-01-04,iOS,DE,Hamburg
806,Instagram,2024-01-03,iOS,RU,Saint Petersburg
807,Instagram,2024-01-06,Android,DE,Berlin
808,Instagram,2024-01-10,iOS,GB,London
809,Instagram,2024-02-27,iOS,US,Chicago
810,Instagram,2024-02-23,iOS,US,Los Angeles
811,Instagram,2024-01-14,Android,US,Chicago
812,Instagram,2024-02-23,iOS,GB,Manchester
813,Instagram,2024-02-25,iOS,RU,Kazan
814,Instagram,2024-01-08,Android,GB,London
815,Instagram,2024-01-31,iOS,KZ,Almaty
816,Instagram,2024-01-13,iOS,GB,Birmingham
817,Instagram,2024-02-06,Android,US,Los Angeles
818,Instagram,2024-01-12,Android,US,Los Angeles
819,Instagram,2024-02-22,iOS,GB,London
820,Instagram,2024-01-25,iOS,GB,Birmingham
821,Instagram,2024-02-10,iOS,KZ,Almaty
822,Instagram,2024-01-27,Android,RU,Kazan
823,Instagram,2024-02-24,iOS,GB,Birmingham
824,Instagram,2024-02-21,iOS,RU,Saint Petersburg
825,Instagram,2024-01-01,iOS,US,Chicago
826,Instagram,2024-01-20,Android,GB,Manchester
827,Instagram,2024-01-16,Android,GB,Birmingham
828,Instagram,2024-02-21,iOS,RU,Saint Petersburg
829,Instagram,2024-02-06,iOS,KZ,Almaty
830,Instagram,2024-02-28,iOS,RU,Kazan
831,Instagram,2024-02-23,iOS,DE,Munich
832,Instagram,2024-01-24,iOS,KZ,Shymkent
833,Instagram,2024-03-01,iOS,DE,Berlin
834,Instagram,2024-01-31,Android,DE,Berlin
835,Instagram,2024-01-08,iOS,KZ,Shymkent
836,Instagram,2024-02-22,Android,KZ,Almaty
837,Instagram,2024-01-18,Android,DE,Berlin
838,Instagram,2024-02-21,Android,KZ,Almaty
839,Instagram,2024-02-23,iOS,RU,Moscow
840,Instagram,2024-02-21,iOS,GB,London
841,Instagram,2024-02-14,iOS,DE,Munich
842,Instagram,2024-02-27,iOS,KZ,Shymkent
843,Instagram,2024-02-06,Android,KZ,Shymkent
844,Instagram,2024-01-16,Android,US,Los Angeles
845,Instagram,2024-02-13,iOS,DE,Hamburg
846,Instagram,2024-01-04,Android,KZ,Almaty
847,Instagram,2024-01-30,Android,DE,Hamburg
848,Instagram,2024-01-08,iOS,DE,Munich
849,Instagram,2024-01-04,Android,RU,Moscow
850,Instagram,2024-01-19,iOS,KZ,Almaty
851,Instagram,2024-02-29,Android,KZ,Shymkent
852,Instagram,2024-01-26,Android,RU,Moscow
853,Instagram,2024-01-31,iOS,DE,Berlin
854,Instagram,2024-01-12,iOS,KZ,Astana
855,Instagram,2024-01-28,Android,US,Los Angeles
856,Instagram,2024-01-08,iOS,DE,Berlin
857,Instagram,2024-01-30,iOS,DE,Berlin
858,Instagram,2024-02-25,iOS,DE,Berlin
859,Instagram,2024-02-16,iOS,GB,Birmingham
860,Instagram,2024-01-16,iOS,GB,Birmingham
861,Instagram,2024-01-28,iOS,DE,Hamburg
862,Instagram,2024-01-14,iOS,US,Los Angeles
863,Instagram,2024-01-26,iOS,KZ,Shymkent
864,Instagram,2024-02-15,iOS,US,New York
865,Instagram,2024-01-08,Android,KZ,Almaty
866,Instagram,2024-01-03,Android,DE,Hamburg
867,Instagram,2024-01-18,Android,US,New York
868,Instagram,2024-01-19,iOS,US,Chicago
869,Instagram,2024-03-01,iOS,US,Chicago
870,Instagram,2024-01-04,Android,RU,Moscow
871,Instagram,2024-02-13,iOS,KZ,Almaty
872,Instagram,2024-02-24,Android,KZ,Almaty
873,Instagram,2024-02-16,iOS,US,Chicago
874,Instagram,2024-01-18,iOS,US,Chicago
875,Instagram,2024-02-29,Android,GB,Birmingham
876,Instagram,2024-02-06,iOS,DE,Berlin
877,Instagram,2024-01-31,Android,US,Los Angeles
878,Instagram,2024-02-10,Android,KZ,Almaty
879,Instagram,2024-01-06,Android,KZ,Astana
880,Instagram,2024-01-03,iOS,US,Los Angeles
881,Instagram,2024-02-09,iOS,RU,Moscow
882,Instagram,2024-03-01,Android,RU,Moscow
883,Instagram,2024-01-15,iOS,KZ,Shymkent
884,Instagram,2024-01-07,iOS,US,Chicago
885,Instagram,2024-02-11,iOS,KZ,Astana
886,Instagram,2024-01-29,iOS,KZ,Astana
887,Instagram,2024-01-26,iOS,DE,Munich
888,Instagram,2024-01-10,iOS,DE,Berlin
889,Instagram,2024-01-18,iOS,RU,Moscow
890,Instagram,2024-02-29,Android,RU,Moscow
891,Instagram,2024-01-04,Android,GB,London
892,Instagram,2024-02-03,Android,DE,Munich
893,Instagram,2024-01-21,iOS,KZ,Almaty
894,Instagram,2024-01-10,iOS,GB,London
895,Instagram,2024-01-30,iOS,KZ,Shymkent
896,Instagram,2024-01-16,iOS,RU,Saint Petersburg
897,Instagram,2024-02-29,Android,US,Chicago
898,Instagram,2024-02-03,Android,GB,Manchester
899,Instagram,2024-02-01,iOS,DE,Munich
900,Instagram,2024-01-25,Android,US,Chicago
901,Instagram,2024-01-26,iOS,US,Los Angeles
902,Instagram,2024-02-06,iOS,GB,Manchester
903,Instagram,2024-02-15,iOS,GB,London
904,Instagram,2024-02-22,Android,DE,Hamburg
905,Instagram,2024-01-04,iOS,GB,Manchester
906,Instagram,2024-02-20,Android,DE,Hamburg
907,Instagram,2024-02-11,iOS,US,Los Angeles
908,Instagram,2024-01-24,iOS,US,Chicago
909,Instagram,2024-02-07,Android,US,Los Angeles
910,Instagram,2024-01-13,iOS,DE,Hamburg
911,Instagram,2024-01-28,iOS,RU,Saint Petersburg
912,Instagram,2024-01-24,Android,GB,Birmingham
913,Instagram,2024-01-14,Android,DE,Hamburg
914,Instagram,2024-02-01,Android,GB,London
915,Instagram,2024-01-28,Android,US,Los Angeles
916,Instagram,2024-01-13,iOS,KZ,Shymkent
917,Instagram,2024-01-22,iOS,RU,Kazan
918,Instagram,2024-01-14,Android,DE,Berlin
919,Instagram,2024-01-01,iOS,KZ,Shymkent
920,Instagram,2024-02-02,iOS,DE,Munich
921,Instagram,2024-01-17,iOS,US,Los Angeles
922,Instagram,2024-02-28,iOS,RU,Kazan
923,Instagram,2024-01-29,Android,GB,Birmingham
924,Instagram,2024-01-13,Android,RU,Moscow
925,Instagram,2024-01-10,iOS,US,Los Angeles
926,Instagram,2024-02-14,iOS,US,New York
927,Instagram,2024-01-03,Android,RU,Kazan
928,Instagram,2024-02-06,iOS,US,Los Angeles
929,Instagram,2024-02-12,iOS,US,New York
930,Instagram,2024-01-09,Android,RU,Kazan
931,Instagram,2024-02-11,iOS,US,Los Angeles
932,Instagram,2024-02-10,iOS,GB,Manchester
933,Instagram,2024-02-25,Android,DE,Munich
934,Instagram,2024-01-03,iOS,US,New York
935,Instagram,2024-02-09,iOS,US,Los Angeles
936,Instagram,2024-02-21,Android,DE,Berlin
937,Instagram,2024-01-20,Android,RU,Kazan
938,Instagram,2024-02-17,iOS,DE,Berlin
939,Instagram,2024-02-28,iOS,RU,Saint Petersburg
940,Instagram,2024-02-16,Android,GB,Birmingham
941,Instagram,2024-01-19,iOS,US,Chicago
942,Instagram,2024-02-02,Android,DE,Berlin
943,Instagram,2024-02-19,iOS,DE,Munich
944,Instagram,2024-02-10,Android,GB,Birmingham
945,Instagram,2024-02-12,iOS,GB,London
946,Instagram,2024-01-16,Android,GB,Manchester
947,Instagram,2024-01-13,iOS,DE,Munich
948,Instagram,2024-01-29,iOS,RU,Kazan
949,Instagram,2024-02-01,iOS,GB,London
950,Instagram,2024-02-21,iOS,KZ,Almaty
951,Instagram,2024-02-15,Android,US,Los Angeles
952,Instagram,2024-02-04,Android,DE,Berlin
953,Instagram,2024-02-22,Android,GB,London
954,Instagram,2024-01-02,Android,GB,Birmingham
955,Instagram,2024-01-28,Android,KZ,Shymkent
956,Instagram,2024-01-10,iOS,RU,Saint Petersburg
957,Instagram,2024-01-22,iOS,KZ,Shymkent
958,Instagram,2024-01-18,iOS,DE,Berlin
959,Instagram,2024-01-09,iOS,KZ,Almaty
960,Instagram,2024-01-17,iOS,RU,Kazan
961,Instagram,2024-01-14,iOS,KZ,Almaty
962,Instagram,2024-02-02,Android,GB,Manchester
963,Instagram,2024-02-12,iOS,US,Los Angeles
964,Instagram,2024-01-05,Android,US,Chicago
965,Instagram,2024-02-14,Android,RU,Moscow
966,Instagram,2024-02-20,iOS,GB,Manchester
967,Instagram,2024-01-20,iOS,US,Los Angeles
968,Instagram,2024-02-06,iOS,GB,Birmingham
969,Instagram,2024-01-30,iOS,GB,Birmingham
970,Instagram,2024-02-04,Android,GB,Manchester
971,Instagram,2024-01-09,Android,DE,Berlin
972,Instagram,2024-01-27,iOS,GB,London
973,Instagram,2024-02-15,iOS,US,Los Angeles
974,Instagram,2024-02-03,iOS,GB,London
975,Instagram,2024-01-28,iOS,DE,Berlin
976,Instagram,2024-02-08,iOS,DE,Berlin
977,Instagram,2024-01-22,iOS,US,New York
978,Instagram,2024-01-12,iOS,US,New York
979,Instagram,2024-02-28,Android,GB,London
980,Instagram,2024-01-16,Android,GB,Manchester
981,Instagram,2024-01-21,Android,RU,Moscow
982,Instagram,2024-02-09,iOS,KZ,Shymkent
983,Instagram,2024-01-02,iOS,US,Los Angeles
984,Instagram,2024-01-02,iOS,KZ,Almaty
985,Instagram,2024-01-30,iOS,DE,Hamburg
986,Instagram,2024-02-25,iOS,RU,Moscow
987,Instagram,2024-02-25,iOS,KZ,Astana
988,Instagram,2024-02-19,iOS,GB,Manchester
989,Instagram,2024-01-21,iOS,KZ,Almaty
990,Instagram,2024-01-27,iOS,GB,Manchester
991,Instagram,2024-01-19,Android,GB,London
992,Instagram,2024-01-26,Android,DE,Berlin
993,Instagram,2024-01-18,Android,DE,Munich
994,Instagram,2024-01-07,Android,RU,Moscow
995,Instagram,2024-01-30,Android,DE,Berlin
996,Instagram,2024-02-28,Android,DE,Hamburg
997,Instagram,2024-01-14,Android,GB,London
998,Instagram,2024-02-23,Android,DE,Munich
999,Instagram,2024-02-29,iOS,GB,Birmingham
1000,Instagram,2024-01-23,iOS,GB,London
1001,Instagram,2024-01-05,iOS,DE,Hamburg
1002,Instagram,2024-02-16,Android,KZ,Astana
1003,Instagram,2024-02-05,Android,KZ,Astana
1004,Instagram,2024-01-21,Android,KZ,Shymkent
1005,Instagram,2024-02-17,iOS,KZ,Astana
1006,Instagram,2024-01-07,iOS,RU,Saint Petersburg
1007,Instagram,2024-01-06,Android,RU,Moscow
1008,Instagram,2024-01-09,iOS,KZ,Almaty
1009,Instagram,2024-02-23,Android,GB,Birmingham
1010,Instagram,2024-02-10,iOS,DE,Munich
1011,Instagram,2024-01-11,Android,DE,Hamburg
1012,Instagram,2024-02-08,Android,DE,Munich
1013,Instagram,2024-01-03,Android,KZ,Astana
1014,Instagram,2024-01-01,Android,KZ,Almaty
1015,Instagram,2024-02-29,Android,RU,Moscow
1016,Instagram,2024-01-01,Android,DE,Berlin
1017,Instagram,2024-02-02,iOS,US,New York
1018,Instagram,2024-02-07,Android,RU,Moscow
1019,Instagram,2024-02-16,iOS,RU,Kazan
1020,Instagram,2024-01-30,iOS,US,New York
1021,Instagram,2024-02-19,Android,KZ,Almaty
1022,Instagram,2024-01-18,iOS,RU,Moscow
1023,Instagram,2024-02-05,iOS,GB,Manchester
1024,Instagram,2024-01-28,Android,KZ,Astana
1025,Instagram,2024-01-26,Android,GB,London
1026,Instagram,2024-01-28,iOS,DE,Hamburg
1027,Instagram,2024-02-03,Android,KZ,Almaty
1028,Instagram,2024-02-03,iOS,US,Los Angeles
1029,Instagram,2024-02-11,Android,DE,Hamburg
1030,Instagram,2024-02-14,iOS,DE,Munich
1031,Instagram,2024-02-07,Android,RU,Moscow
1032,Instagram,2024-02-09,iOS,RU,Kazan
1033,Instagram,2024-02-17,iOS,KZ,Astana
1034,Instagram,2024-02-15,iOS,RU,Kazan
1035,Instagram,2024-01-31,Android,US,New York
1036,Instagram,2024-01-17,Android,RU,Kazan
1037,Instagram,2024-01-01,iOS,US,Los Angeles
1038,Instagram,2024-02-21,Android,RU,Moscow
1039,Instagram,2024-02-10,iOS,RU,Moscow
1040,Instagram,2024-01-04,Android,DE,Hamburg
1041,Instagram,2024-02-22,Android,DE,Berlin
1042,Instagram,2024-01-26,iOS,US,New York
1043,Instagram,2024-01-09,Android,GB,Manchester
1044,Instagram,2024-01-23,iOS,US,Los Angeles
1045,Instagram,2024-02-16,Android,GB,London
1046,Instagram,2024-02-22,Android,US,Los Angeles
1047,Instagram,2024-02-24,iOS,DE,Berlin
1048,Instagram,2024-02-16,Android,GB,London
1049,Instagram,2024-01-15,iOS,KZ,Almaty
1050,Instagram,2024-02-10,Android,GB,Manchester
1051,Instagram,2024-02-24,Android,RU,Kazan
1052,Instagram,2024-01-20,Android,KZ,Shymkent
1053,Instagram,2024-01-06,Android,GB,Birmingham
1054,Instagram,2024-02-15,iOS,RU,Saint Petersburg
1055,Instagram,2024-01-21,iOS,GB,Birmingham
1056,Instagram,2024-02-21,Android,DE,Munich
1057,Instagram,2024-02-07,iOS,DE,Berlin
1058,Instagram,2024-02-03,iOS,GB,Manchester
1059,Instagram,2024-01-11,Android,DE,Munich
1060,Instagram,2024-02-23,iOS,DE,Hamburg
1061,Instagram,2024-02-27,Android,US,New York
1062,Instagram,2024-01-28,Android,KZ,Astana
1063,Instagram,2024-01-01,iOS,GB,Birmingham
1064,Instagram,2024-02-22,Android,US,Chicago
1065,Instagram,2024-01-23,iOS,KZ,Shymkent
1066,Instagram,2024-01-20,Android,GB,London
1067,Instagram,2024-01-06,iOS,US,New York
1068,Instagram,2024-01-25,iOS,US,New York
1069,Instagram,2024-02-04,Android,GB,Birmingham
1070,Instagram,2024-02-14,iOS,GB,Birmingham
1071,Instagram,2024-02-16,iOS,DE,Munich
1072,Instagram,2024-02-22,Android,DE,Berlin
1073,Instagram,2024-01-26,iOS,KZ,Shymkent
1074,Instagram,2024-02-29,iOS,KZ,Shymkent
1075,Instagram,2024-02-25,Android,US,Chicago
1076,Instagram,2024-01-29,Android,KZ,Shymkent
1077,Instagram,2024-01-19,iOS,KZ,Shymkent
1078,Instagram,2024-01-16,Android,DE,Hamburg
1079,Instagram,2024-02-21,Android,US,Chicago
1080,Instagram,2024-02-06,iOS,US,Los Angeles
1081,Instagram,2024-01-19,Android,KZ,Almaty
1082,Instagram,2024-01-19,Android,RU,Moscow
1083,Instagram,2024-01-14,Android,DE,Berlin
1084,Instagram,2024-01-30,Android,DE,Hamburg
1085,Instagram,2024-02-06,iOS,RU,Moscow
1086,Instagram,2024-01-23,iOS,US,Los Angeles
1087,Instagram,2024-02-19,Android,GB,London
1088,Instagram,2024-02-21,Android,DE,Munich
1089,Instagram,2024-01-29,iOS,RU,Kazan
1090,Instagram,2024-01-08,iOS,KZ,Shymkent
1091,Instagram,2024-02-08,iOS,KZ,Astana
1092,Instagram,2024-01-29,iOS,US,New York
1093,Instagram,2024-01-11,iOS,DE,Hamburg
1094,Instagram,2024-01-07,Android,US,New York
1095,Instagram,2024-01-29,Android,US,Los Angeles
1096,Instagram,2024-02-04,iOS,KZ,Astana
1097,Instagram,2024-02-05,iOS,GB,Manchester
1098,Instagram,2024-01-06,iOS,RU,Moscow
1099,Instagram,2024-01-29,Android,RU,Kazan
1100,Instagram,2024-02-03,Android,GB,London
1101,Instagram,2024-01-07,Android,RU,Saint Petersburg
1102,Instagram,2024-02-18,Android,GB,Manchester
1103,Instagram,2024-01-31,Android,KZ,Astana
1104,Instagram,2024-01-06,iOS,GB,Manchester
1105,Instagram,2024-01-09,iOS,US,New York
1106,Instagram,2024-01-05,Android,GB,Manchester
1107,Instagram,2024-01-29,Android,US,Los Angeles
1108,Instagram,2024-02-21,iOS,DE,Berlin
1109,Instagram,2024-01-14,Android,DE,Berlin
